column_name,normalized_label,map_id
m²_terasy,terrace_area,110
M² POZEMKU,garden_area,107
Investiční potenciál [m²],none,162
b / t,exterior_area,593
parkng,parking_place_number,564
Půdorys (PDF) [m²],none,31
výměra celkem (v m2),total_area,464
Počet pater.,none,446
Galerie Pracovna m2,none,585
NP. (m2),floor,618
Celková-plocha-(užitná),floor_area2,383
Uzitna plocha *,floor_area2,217
Plocha bytu [m²],floor_area,305
Plán (m2),none,60
soubor,none,291
cena vč. dph 1),price,581
Floor_space,floor_area,195
C. bytu,id,524
balcony area size.,balcony_area,609
Katalogový list:,none,185
"area, m²",floor_area,138
Částečně vybaveno [m²],none,308
PARKOVÁNÍ (m2),none,344
Info [m²],none,269
plocha balkónu,balcony_area,306
Užitná-plocha-(m2),floor_area2,23
Sklep m²,cellar_area,5
terasa 1. np,terrace_area,367
Celková ceny bytu s DPH m2,price,258
"Balkon,_terasa,_m²",terrace_area,132
Sklepní kóje (m²) [m²],cellar_area,215
Cena_jednotky_(Kč)_*,price,159
Příslušenství: Zahrada (m2) Lodžie (m2) Terasa (m2),exterior_area,261
Parkování zdarma:,none,527
Celková cena (vč. DPH).,price,268
terasa,terrace_area,153
B/L/T (m²) 1) (m2),terrace_area,331
Cena_vč._DPH_*,price,467
Cena / kč,price,498
Celková plocha:,floor_area,152
Parking [m²],none,335
Garaz,none,218
Vybaveni 2),none,332
Podlahová_plocha*,floor_area,209
Cena bytu vč. sklepa,price,310
status m2,availability,611
Cena_Kč_**,price,38
PLOCHA BYTU,floor_area,305
Plocha predzahradky m2,garden_area,230
Unit No..,id,134
Byt ***.,id,531
TYP JEDNOTKY,category,270
plán pdf,none,619
"Balkón, Terasa, m²:",exterior_area,246
B/L/T-(m2)-3),balcony_area,579
Lodžie/Terasa.,exterior_area,207
Cena celkem vč. DPH (m2),price,45
Terasa/lodžie (m2) (m2),balcony_area,181
VÝMĚRA PARCELY m2,none,539
Karty (m2),none,373
balkon/lodžie,balcony_area,528
Termín dokončení [m²],none,420
Dispozice bytu (m2),layout,255
BALKON-/-TERASA,exterior_area,275
Celková plocha (bez terasy).,floor_area,385
Číslo a označení bytu m2,id,226
"Balkon, Lodzie, Terasa",exterior_area,164
PL. PODL.,floor_area,289
Velikost-bytu,layout,474
Stav jednání:,availability,28
Dům_číslo,id,436
Akce:,none,103
Cena Kc **,price,38
Balkon/​Lodžie/​Terasa/​Predzahrádka (m2) (m2),balcony_area,615
Předzahrada m2,garden_area,435
Cena bytu vc. prislusenstvi (Kc s DPH)*,price,262
cena-*,price,501
Sklep / Komora (m2).,cellar_area,49
Stav pouze volné [m²],availability,394
"Balcony, terrace, m² m2",exterior_area,139
Číslo-bytu,id,10
plocha (m2):,floor_area,119
Celková-plocha-(bez-terasy),floor_area,385
cena s dph 12 %,price,582
Aktuální stav domu m2,none,437
Dispozice [m²],layout,3
Type.,category,137
CENA (KČ),price,59
Označit k poptání [m²],none,403
Termín nastěhování:,none,189
Pozemek (m2) m2,total_area,21
CENA VČ. DPH*,price,171
Označení.,id,29
B/L/T (m²) 1):,terrace_area,331
PLOCHA [m²],floor_area,274
Cena bytu vč. sklepa:,price,310
stav-prodeje,availability,552
Popis:,layout,509
Orientation,orientation,302
B/L/T m2 m2,exterior_area,371
ČÍSLO-BYTU,id,311
Terasa Predzahradka,exterior_area,584
Terasy / Zahrady (?) [m²],exterior_area,483
Price range,none,575
Zahrada s terasou:,garden_area,364
sklep-(m²),cellar_area,548
Cena bytu s DPH [m²],price,360
karta bytu [m²],none,553
Cena celkem m2,price,421
Typ prostoru,category,321
užitná-plocha,floor_area2,430
Premium / Smart m2,none,587
SEKCE,building,525
Apartment:,id,193
Cena s DPH 12 % / 21 %.,price,472
MEDIA.,none,242
LOFT NO..,id,294
TOTAL AREA,total_area,297
Základní cena:,price,487
Poptat,none,8
Terasa / Balkon.,terrace_area,469
terasa/balkon [m²],balcony_area,431
M² BYTU,floor_area,106
Plán pdf,none,619
Provedeni,none,620
Plocha předzahrádky m2:,garden_area,230
Terasa/balkon (m2),terrace_area,338
Užitná plocha (m2):,floor_area2,23
PODL. PLOCHA,floor_area,414
TERASA / LODŽIE (m2),exterior_area,313
Celková plocha m² (m2),total_area,37
podl. plocha2).,floor_area,504
GS,none,471
Dispozice bytu [m²],layout,255
cena vč. dph,price,51
Id,id,42
"Plocha domu od, m²:",floor_area,143
Cena příslušenství vč. DPH [m²],none,497
Plocha bytu v m².,floor_area,256
cena_s_DPH_(Kč),price,450
NÁZEV,id,214
Prodejní-plocha-bytu,floor_area,374
Cena bytu* (vč. DPH) (m2),price,176
Výměra-předzahrádky-(v-m2),garden_area,462
Poptávka [m²],none,359
B/l/t (m2),balcony_area,623
Cena bytu s DPH.,price,360
PARKNG,parking_place_number,564
Plocha balkonu,balcony_area,306
Aktuální-stav-domu,none,437
Stav inzerce.,availability,556
Cena celkem vč. DPH (Kč) (m2),price,253
výměra předzahrádky (v m2),garden_area,462
detail (m2),none,288
Užitná plocha m2,floor_area2,25
Price Range [m²],none,575
m² bytu [m²],floor_area,106
Podlahová plocha (m²):,floor_area,157
Balkon/terasa [m2] m2,exterior_area,179
Amenities m2,none,201
prislusenstvi,none,120
Detail bytu:,none,7
Výměra bytu (m2),floor_area,150
GPS [m²],none,442
VÝMĚRA PŘEDZAHRÁDKY (V M2),garden_area,462
Celková cena s DPH (m2),price,365
Katalogový list (m2),none,185
Lodžie/terasa,exterior_area,207
Atrium m2,none,492
podl. plocha2) (m2),floor_area,504
Terasa Předzahrádka:,exterior_area,584
Č.j. m2,id,20
Plocha místností.,floor_area,510
Pl. zahrady (m2),garden_area,290
VILA,id,612
Lodžie/Balkon_Terasa/Zahrádka_(m²),balcony_area,466
Přísl. m2 m2,exterior_area,617
Střešní-zahrada,terrace_area,470
NP. [m²],floor,618
PLOCHA (m²) m2,floor_area,515
Total_area,total_area,297
CELKOVÁ PLOCHA,none,111
karty,none,373
VÝMĚRA PARCELY (m2),none,539
ORIENTACE:,orientation,314
Standard,none,56
Typ domu m2,none,419
Balkon/Terasa-m2,balcony_area,229
"Price of amenities, inc. VAT (m2)",price,200
Cena v Kč (vč. DPH),price,184
Stav prodeje,availability,552
příslušenství:,none,120
PARKNG m2,parking_place_number,564
Zahrada (m2),none,151
Cena celkem vč. DPH (Kč) m2,price,253
B/T/L (m2) (m2),exterior_area,293
Cena příslušenství vč. DPH,none,497
Cena s DPH:,price,155
Podlahová_plocha,floor_area,24
Parkování zdarma,none,527
Příslušenství.,none,62
Pocet pokoju,layout,322
SKLEP M²,cellar_area,5
Cena jednotky (Kc) *,price,159
Balkon/​Lodžie/​Terasa/​Predzahrádka (m2) [m²],balcony_area,615
cena s dph (kč),price,450
Odh. nájem:,none,557
m² terasy.,terrace_area,110
Výměra terasy (v m2),terrace_area,463
Počet místností,layout,105
Celkova plocha *,total_area,391
Karty,none,373
Cena za prislusenstvi s DPH,price,192
ZAHRADA.,garden_area,343
Plocha,floor_area,11
Garáž (m2),none,218
oblíbené:,none,124
Celková-plocha-bytu-(m²),floor_area,174
Stav_**,availability,534
PŘÍSLUŠENSTVÍ.,none,530
B/T/L-(m2),exterior_area,293
B/L/T (M²) [m²],balcony_area,239
FLOOR:,floor,346
STORAGE BOX,none,278
Balkon-m²,balcony_area,35
Výměra terasy (v m2) (m2),terrace_area,463
Balkón/Terasa:,exterior_area,559
bytová jednotka m2,id,576
Zahrada m² m2,garden_area,36
Parking (m2),none,335
předzahrádka:,garden_area,409
pdf,none,123
Poptavka,none,359
garáž.,parking_place_number,549
balkon (m2),balcony_area,407
Plocha (m2) m2,floor_area,292
Terasa/balkon předzahrádka (m2),exterior_area,449
celková plocha m2,none,111
Půdorys (PDF):,none,31
Pozemek (m2).,total_area,21
Plocha příslušenství m2,exterior_area,282
Cena-bytu-vč.-sklepa,price,310
Zahrada-(m2),garden_area,182
Podlahová_plocha_brutto_[m²],floor_area,57
dostupnost.,availability,451
Počet pater,none,446
Amenities [m²],none,201
VÝNOS,none,558
číslo m2,id,104
Č._jednotky,id,535
půdorys bytu,none,350
type [m²],none,608
Velikost_zahrady_v_m2,garden_area,267
"Podlahová plocha, m² (m2)",floor_area,131
výměra,floor_area,46
Odkaz na dum,none,422
Příslušenství:_Zahrada_(m2)_Lodžie_(m2)_Terasa_(m2),exterior_area,261
Termín nastěhování m2,none,189
Sklepní-kóje,cellar_area,211
Plocha_bytu_v_m²,floor_area,256
užitná plocha m2,floor_area2,220
Lodzie / terasa (m²),balcony_area,158
Cena rezervované garáže (Kč) *.,none,161
TERASA / BALKON.,terrace_area,342
Loggia/terrace [m²],balcony_area,196
Plocha bytu v m²:,floor_area,256
Balkón / terasa:,none,489
Pl.-podl.,floor_area,289
Venkovní_prostory,exterior_area,628
Užitná plocha bytu [m²],floor_area2,482
Atrium:,none,492
CENA m2,price,241
VÝMĚRA BYTU (V M2),floor_area,461
Balcony/loggia/terrace (m2),exterior_area,455
Terasa / Balkon [m²],terrace_area,469
Střešní zahrada:,terrace_area,470
dostupnost**,availability,561
Celková cena (vč. DPH):,price,268
CELKOVÁ UŽITNÁ PLOCHA [m²],floor_area2,538
Jednotky,id,423
poptat,none,8
Plocha mistnosti,floor_area,510
Balkón_/_Terasa,exterior_area,286
Částečně vybaveno.,none,308
Cena včetně DPH (m2),price,169
Balkon/Terasa/Lodžie/ Zahrada (předzahrádka) (m2),balcony_area,186
PDF.,none,123
Plocha (m2) 2) [m²],floor_area,578
Plocha předzahrádky m2 m2,garden_area,230
Číslo /kód jednotky,id,379
Balkon / Terasa (m2),balcony_area,27
balkon/​lodžie/​terasa/​predzahrádka (m2),balcony_area,615
Balkon/Terasa/ Zahrádka (m²),balcony_area,555
nemovitost:,id,395
Užitná / Podlahová plocha:,floor_area,627
cena vč. dph*,price,171
PŮDORYS BYTU:,none,350
"Výměra pozemku, m² (m2)",total_area,142
Cena-za-příslušenství-s-DPH,price,192
balkon/terasa (m2) m2,exterior_area,500
cena celkem,price,399
INFOLIST,none,279
Type:,category,137
Užitná plocha v m2 (m2),floor_area2,265
Cena za m2:,none,493
ZASTAVĚNÁ PLOCHA V M2,none,266
Katalogovy list,none,185
rooms m2,layout,606
Balkon/Terasa m2:,balcony_area,229
Sklepní kóje (ks) (m2),none,252
PODLAHOVÁ PLOCHA (m2) [m²],floor_area,312
poptat (m2),none,401
Kolaudace.,none,145
Cena (12% dph),price,544
Unit No. [m²],id,134
B/L/T (M2) 3),balcony_area,579
Terasa/balkon_(m2),terrace_area,338
Cena (vč. DPH),price,67
Pl. zahrady [m²],garden_area,290
KARTA BYTU,none,53
Velikost parcely m2,total_area,562
Cena celkem vc. DPH,price,45
Garážové stání,none,316
* CENA 12% DPH,price,333
cena-vč.-DPH,price,432
Cena v Kč (vč. DPH) (m2),price,184
konečná cena za byt vč. DPH m2,price,113
Cena rezervované garáže (Kč) *:,none,161
Kolaudace m2,none,145
č. jednotky,id,219
Availability [m²],availability,303
GARÁŽOVÉ_STÁNÍ,none,316
AKTUÁLNĚ,availability,259
Speciální vybavení.,none,64
ČÍSLO m2,id,233
Cena bez DPH m2,none,324
FINAL PC [Kč]:,price,328
Akce.,none,103
Terasa Předzahrádka m2,exterior_area,584
Stav bytu.,none,352
číslo /kód jednotky,id,379
Rok dokončení m2,none,473
Zahrada (m2):,garden_area,182
Výměr m2,floor_area,203
Stav [m²],availability,9
B/L/T-(M²),balcony_area,239
CELKOVÁ PLOCHA (BEZ TERASY),floor_area,385
Evidenční číslo m2,id,445
area size m2,floor_area,607
PLOCHA (m²),floor_area,515
Cena Kč,price,285
TERASA / ZAHRADA m² m2,exterior_area,348
Aktuálně.,availability,259
Cena bytu s DPH (m2),price,360
"výměra pozemku, m²",total_area,142
CENA OD (KČ),price,144
celková plocha (m²),none,216
PDF m2,none,123
Cena bytu* (vč. DPH),price,176
Plocha [m²],floor_area,11
Vizualizace_domu,none,441
KÓD BYTU,id,490
velikost bytu m²,floor_area,347
Cena rezervovane garaze (Kc) *,none,161
Cena Kč/m2 (bez DPH) (m2),none,66
Plán [m²],none,60
BALKON/TERASA [M²],exterior_area,58
Cena s dph 12 % / 21 %,price,472
Cena.,price,6
pozemek (m²) [m²],garden_area,550
Typ nabídky (m2),category,353
CENA BEZ DPH,none,112
balcony/loggia/terrace,exterior_area,455
termín nastěhování,none,189
c.,id,601
Podlahová plocha (m2),floor_area,22
Basement storage:,cellar_area,301
Terasa/zahrada.,exterior_area,172
# (m2),availability,381
příslušenství [m²],none,120
terasa/balkon m2,balcony_area,431
BYT ***,id,531
CELKOVÁ PLOCHA BYTU (M²),floor_area,174
Obytná plocha m2,floor_area2,426
Základní cena m2,price,487
Typ domu,none,419
Parkovani zdarma,none,527
Plocha bytu (m²) m2,floor_area,465
Dům,id,102
Exterier,exterior_area,190
Koupit online [m²],none,480
Podlahová plocha* m2:,floor_area,228
Orientace.,orientation,14
Akční cena:,price,512
prodejní plocha bytu,floor_area,374
"Balkón,_Terasa,_m²",exterior_area,246
ceníková cena,price,511
Cena bytu bez příslušenství vč. DPH,price,496
name,id,454
VELIKOST,floor_area,424
Stav-bytu,none,352
Virtuální prohlídka,none,554
Disp..,layout,329
Parkovací stání (m2),none,15
Typ nabídky [m²],category,353
ČÍSLO.,id,233
transakce [m²],none,398
orientace:,orientation,536
"Price excluding amenities, inc. VAT m2",none,199
užitná_plocha_m2,floor_area2,220
Objekt:,building,54
Detail bytu.,none,7
cena vč. DPH m2,price,432
Sklepní kóje (m2) [m²],cellar_area,337
Zahrádka (m2),garden_area,388
Karty.,none,373
předzah. (m²),garden_area,240
Orientace (m2),orientation,14
Sklep/​Sklepní kóje (m²) m2,cellar_area,271
podrobnosti m2,none,412
karta bytu.,none,553
TERASA /BALKON,exterior_area,540
Investiční potenciál.,none,162
PLÁN,none,60
Jednotky (m2),id,423
Price inc. VAT,price,456
Karta domu:,none,128
terasy na střeše (?),terrace_area,484
cena s DPH (Kč) (m2),price,450
Konečná cena [m²],price,507
Sklepní kóje (m²) m2,cellar_area,215
Částečně_vybaveno,none,308
m²-terasy,terrace_area,110
Celkem s terasou m2,total_area,386
Lyout m2,layout,296
m²-pozemku,garden_area,107
Specialni vybaveni,none,64
Balkón/terasa:,terrace_area,543
užitná plocha *,floor_area2,217
č. jednotky [m²],id,219
Availability.,availability,303
Aktuálně,availability,259
Blok.,building,481
Balkon m² (m2),balcony_area,35
Celkem s terasou [m²],total_area,386
Terasa/ Lodžie:,terrace_area,30
SKLEP (M²),cellar_area,548
Cena-garážového-stání,none,495
Stav ** [m²],availability,534
balkon/terasa (m2) [m²],exterior_area,500
Cena_za_byt_s_DPH_(bez_příslušenství),price,191
Byt číslo m2,id,225
cena *.,price,501
balcony-area-size,balcony_area,609
Byt m2,id,32
Cena za m2 m2,none,493
GARÁŽOVÉ STÁNÍ [m²],none,316
byt,id,32
Poptat m2,none,8
celková plocha (m2),none,111
B/T/Z (m²)*.,balcony_area,625
výběr_k_poptávce,none,362
Loggia/terrace m2,balcony_area,196
podlahova plocha,floor_area,17
konečná_cena_za_byt_vč._DPH,price,113
cena za byt s dph (bez příslušenství),price,191
DOSTUPNOST (m2),availability,356
FLAT [m²],id,345
M²,floor_area,277
TERASA / BALKON (M²),exterior_area,249
DETAIL,none,40
Cena za byt s DPH (bez příslušenství) (m2),price,191
STAV:,availability,127
Cena-bytu*-(vč.-DPH),price,176
Cena (12% DPH),price,544
Předzahrádka (m2) (m2),garden_area,339
Pozemek [m²],total_area,41
kód (m2),id,448
Cena vč. DPH* (m2),price,171
Balkon/terasa_[m2],exterior_area,179
Příslušenství_v_ceně,none,326
FINAL PC [Kč] (m2),price,328
podlahová Plocha:,floor_area,537
Cena bytu s DPH:,price,360
oblíbené.,none,124
balcony_area_size,balcony_area,609
Půdorys:,none,247
Č.j.:,id,20
Nadstandardní provedení (m2),none,468
unit no.,id,134
Ev.č. [m²],id,357
Sklep m² m2,cellar_area,5
Balkón / Předzahrádka / Terasa (m²).,garden_area,168
Zahrada.,none,151
"CENA KOMPLET(BYT, LODŽIE/TERASA, SKLEP, GARÁŽOVÉ STÁNÍ) (m2)",price,318
Cena vc. DPH**,price,231
mám zájem,none,542
Loggia / balcony,balcony_area,299
Cena od (Kč):,price,144
Podlahová plocha* m2 m2,floor_area,228
Cena vc. DPH (Kc)*,price,444
Cena_bytu_vč._příslušenství_(Kč_s_DPH)*,price,262
půdorys (pdf),none,31
celková podlahová plocha (m2),floor_area,260
Odh. nájem (m2),none,557
plocha celkem m2 [m²],total_area,372
číslo bytu.,id,520
Výměr,floor_area,203
Np.,floor,618
Výměra_terasy_(v_m2),terrace_area,463
balkon/terasa [m2],exterior_area,179
SKLAD:,none,315
Balkón_/_terasa,none,489
Byt_č.,id,254
Stav prodeje*** m2,availability,232
Celková cena (vč. DPH),price,268
Plocha svislych konstrukci,none,384
Cena (12% DPH):,price,544
formulář,none,187
PŮDORYS BYTU m2,none,350
plocha (m2) 2),floor_area,578
Stav-jednání,availability,28
Objekt.,building,54
výběr k poptávce [m²],none,362
Plocha m2,floor_area,11
TERASA / BALKON:,terrace_area,342
Plocha terasy/balkonu,terrace_area,244
VILA [m²],id,612
BALKÓN/ TERASA (m²),exterior_area,516
Aktuální stav:,availability,263
Sklepní kóje (m²):,cellar_area,215
KARTA_BYTU,none,319
Velikost bytu,layout,474
Plocha bytu (m²),floor_area,465
BALKON m2,balcony_area,521
Status m2,availability,39
bytova jednotka,id,576
Balkon/​Lodžie/​Terasa/​Predzahrádka (m2),balcony_area,615
CENA GARÁŽOVÉHO STÁNÍ,none,495
Celková cena s DPH [m²],price,365
Layout,layout,136
PL. ZAHRADY,garden_area,290
Podlaží.,floor,2
Předzah. (m²),garden_area,240
počet místností.,layout,105
podlahová plocha,floor_area,24
Stav**.,availability,626
Lodžie/Terasa,exterior_area,207
kód.,id,448
Cena s DPH (Kč),price,491
Příslušenství,none,62
OBLIBENE,none,519
Typ nabídky:,category,353
Plocha m2 m2,floor_area,323
blok:,building,116
Plocha balkónu.,balcony_area,306
"Plocha domu od, m² [m²]",floor_area,143
CELKOVÁ PODLAHOVÁ PLOCHA (M2),floor_area,260
Příslušenství v ceně m2,none,326
building.,building,604
Byt.-zn.,id,452
KATALOGOVÝ LIST,none,185
Cena_bytu_vč._sklepa,price,310
KATEGORIE,category,55
TITLE,id,605
MEDIA (m2),none,242
Plocha příslušenství,exterior_area,282
Podlahová plocha [m²],floor_area,24
Karta jednotky,none,309
kompas [m²],none,591
Plocha předzahrádky m2 [m²],garden_area,230
předzahrádka (m2),garden_area,339
Částečně vybaveno (m2),none,308
Celková podlahová pl.* [m²],floor_area,146
balcony area size (m2),balcony_area,609
KONEČNÁ CENA ZA BYT VČ. DPH,price,113
Cena vč dph,price,380
poptat:,none,401
PODLAHOVÁ PLOCHA,floor_area,24
Amenities,none,201
Plocha svislých konstrukcí [m²],none,384
Podl. plocha1) [m²],floor_area,592
Plocha_sklepa,cellar_area,307
Dispozice bytu m2,layout,255
Cena celkem vč. DPH (Kč) [m²],price,253
Podlahová-plocha-(m2),floor_area,22
loggia/terrace,balcony_area,196
ČÍSLO_BYTU,id,311
Plocha_bytu_m2*,floor_area,616
Pdf bytu,none,602
Uzitna plocha*,floor_area2,147
VÝMĚRA PARCELY [m²],none,539
Min. Vklad [m²],none,130
Plocha terasy/balkónu [m²],terrace_area,244
CENA S DPH (Kč):,price,518
EV.Č.,id,357
Plán m2,none,60
lodžie/balkon terasa/zahrádka (m²),balcony_area,466
Terasa 1. NP,terrace_area,367
Termín nastěhování.,none,189
B / T,exterior_area,593
P/T/B*,exterior_area,16
podl. plocha2):,floor_area,504
CELKOVÁ PLOCHA M2,total_area,222
Podlahová plocha (m²),floor_area,157
Byt c.,id,254
Celková podlahová plocha (m2) [m²],floor_area,260
výměra-(m²),floor_area,546
Lodžie (m2),balcony_area,50
Kod,id,336
GARÁŽOVÉ STÁNÍ:,none,316
Byt-***,id,531
B/t/z,exterior_area,63
Popis (m2),layout,509
Předzahrádka.,garden_area,48
B/T/Z (M²)*,balcony_area,625
Plocha-RD,floor_area,438
Provedení:,none,620
CENA VČ. DPH m2,price,355
ČÍSLO:,id,233
Číslo a označení bytu:,id,226
price inc. vat,price,456
Balkon/​Lodžie/​Terasa/​Predzahrádka-(m²),balcony_area,272
Cena jednotky (Kč) * [m²],price,159
1.NP,none,569
sklep / komora (m2),cellar_area,49
podlahová Plocha m2,floor_area,537
Lodžie / terasa,balcony_area,427
TYP DOMU,none,419
Blok m2,building,481
Balkon/Terasa (m2),balcony_area,363
Balkón / Předzahrádka / Terasa (m²) m2,garden_area,168
Kompas,none,591
PRICE (CZK),price,141
Cena vč DPH (m2),price,380
předzahrada,garden_area,435
kompas m2,none,591
Terasa/ Balkon/ Lodžie/ Zahrádka.,exterior_area,188
Podlahová plocha (m2) (m2),floor_area,22
stav inzerce,availability,556
AREA,floor_area,572
Terasa /Balkon,exterior_area,540
Název.,id,214
Výměra parcely,none,539
Užitná plocha (m2)1):,floor_area2,588
Terasa / Lodzie / Zahrada (m²),terrace_area,175
druh [m²],category,545
Ceníková cena.,price,511
Pl. podl..,floor_area,289
Odh. nájem,none,557
Cena vc. DPH*,price,171
Užitná_plocha_bytu,floor_area2,482
Stav **:,availability,534
"Užitná plocha, m².",floor_area2,245
Plocha-sklepa,cellar_area,307
Číslo-/Kód-jednotky,id,379
Rozloha celkem [m²],floor_area,425
Status.,availability,39
"Předzahrádka, terasa, balkon (m2) [m²]",exterior_area,600
Podlahová plocha (m²) [m²],floor_area,157
CELKOVÁ UŽITNÁ PLOCHA m2,floor_area2,538
CENA KČ,price,285
Plocha lodžie/zahrady/ balkónu v m²,exterior_area,257
nastěhování m2,none,361
provedení,none,620
podlahová plocha (m2),floor_area,22
karta-bytu,none,553
NP m2,floor,12
Cena s DPH 12 % (m2),price,582
Celkova plocha (m2),total_area,340
Celkem_s_terasou,total_area,386
Cislo,id,177
Garáž.,none,218
virtuální_prohlídka,none,554
Balkon/​Lodžie/​Terasa/​Predzahrádka (m2):,balcony_area,615
Soubor m2,none,291
ČÍSLO DOMU,id,264
Termín-dokončení,none,420
Celková plocha (bez terasy):,floor_area,385
Cena vč. DPH:,price,51
Lodzie / terasa,balcony_area,427
CENA S DPH (Kč),price,518
cena s DPH (Kč) m2,price,450
Plocha_m²_*,floor_area,34
objekt,building,54
Dostupnost,availability,19
Garážové stání:,parking_place_number,389
Rok dokončení (m2),none,473
Sklep/​Sklepní-kóje-(m2),cellar_area,614
Cena-od-(Kč),price,144
"Balkón, Lodžie, Terasa.",exterior_area,164
plocha celkem m2 (m2),total_area,372
Ozeleněná_terasa,terrace_area,154
Jednotky.,id,423
Area:,floor_area,572
cena celkem vč. dph (kč),price,253
Celková plocha vč. příslušenství (m2) m2,total_area,325
vila,id,612
Zahrada_střešní_zahrada_(m2),garden_area,580
BALKON/LODŽIE,balcony_area,528
Můj výběr m2,none,567
parkování (m2),parking_place_number,416
Typ-bytu,layout,227
"Price excluding amenities, inc. VAT.",none,199
Velikost [m²],floor_area,424
Podlahova plocha [m²],floor_area,17
Velikost zahrady v m2 (m2),garden_area,267
Zahrada s terasou (m2),garden_area,364
Typ-vlastnictví,none,629
B/T/L (m2) m2,exterior_area,293
m² terasy,terrace_area,110
Prodejni cena,price,213
Cena za byt s DPH (bez příslušenství):,price,191
Balkon / terasa / předzahrádka,exterior_area,358
předzahrádka.,garden_area,409
Aktuální_stav,availability,263
type m2,none,608
"Balkón, Terasa, m² [m²]",exterior_area,246
Balkon/​Lodžie/​Terasa/​Predzahrádka (m²),balcony_area,272
plocha m²,floor_area,4
"Balkón,-Lodžie,-Terasa",exterior_area,164
Floor m2,floor,135
podrobnosti,none,412
konecna cena za byt vc. DPH,price,113
Obytná_plocha,floor_area2,426
PLOCHA M² *,floor_area,34
pdf (m2),none,479
Byt č..,id,254
Počet_pater,none,446
terasa/balkon:,balcony_area,431
Plocha balkónu (m2),balcony_area,306
Výměra předzahrádky (v m2):,garden_area,462
Karta-bytu,none,53
Zahrada_(m2),garden_area,182
AKTUÁLNÍ STAV DOMU,none,437
Užitná plocha (m2).,floor_area2,23
Katalogový_list,none,185
Cena s DPH.,price,155
KARTA DOMU,none,128
m² zimní zahrady:,garden_area,108
price:,price,610
KOLEKCE,none,33
Terasy na střeše (?):,terrace_area,484
Cena_rezervované_garáže_(Kč)_*,none,161
dostupnost * m2,availability,502
číslo_jednotky,id,283
Building (m2),building,194
Užitná plocha* (m2),floor_area2,147
oblíbené (m2),none,124
Cena jednotky vč. DPH:,price,387
Prislusenstvi v cene,none,326
Floor-space,floor_area,195
Podlahová plocha.,floor_area,24
Terasa / Lodžie / Zahrada (m²),terrace_area,175
Celkova plocha,floor_area,152
Cena prislusenstvi vc. DPH,none,497
M² bytu,floor_area,106
bytová-jednotka,id,576
Typ-domu,none,419
Plán,none,60
Plocha-místností,floor_area,510
Building,building,194
Kód-bytu,id,490
m² bytu m2,floor_area,106
Č.j. [m²],id,20
UŽITNÁ PLOCHA (M2)1),floor_area2,588
Velikost zahrady v m2.,garden_area,267
balkón,balcony_area,334
celková cena,price,596
TERASA/ LODŽIE,terrace_area,30
Číslo j.,id,206
rodinný dům,id,594
Investiční-potenciál,none,162
Cena vč. DPH** [m²],price,231
Balkon / terasa (m2) m2,balcony_area,47
Půdorys (PDF).,none,31
Cena od (Kč),price,144
Podlahová plocha brutto [m²],floor_area,57
počet pokojů,layout,322
Price (CZK).,price,141
Cena rezervovaného sklepa (Kč) *,none,160
POZEMEK (M2),total_area,21
Domy (m2),id,486
SKLEP/​SKLEPNÍ KÓJE (M2),cellar_area,614
GS (m2),none,471
Usazení na pozemku,none,440
m²-zimní-zahrady,garden_area,108
Cena_celkem_vč._DPH_(Kč),price,253
Terasa/ Lodžie.,terrace_area,30
Availability,availability,303
číslo-bytu,id,520
CENA-VČ.-DPH,price,355
balkón / terasa,exterior_area,286
Cena (12% DPH).,price,544
Byt cislo,id,225
Cena bytu bez příslušenství vč. DPH (m2),price,496
Typ.,category,13
CENA JEDNOTKY (KČ) *,price,159
FINAL CP [Kč],price,180
Cena bytu bez příslušenství vč. DPH [m²],price,496
Užitná plocha.,floor_area2,25
Umístění,none,208
Cena-(vč.-DPH),price,67
parkovací stání m2,parking_place_number,410
FINAL-PC-[Kč],price,328
Číslo bytu.,id,10
výběr k poptávce.,none,362
dispozice (m2),layout,118
B/T/L_(m2),exterior_area,293
Sklep / komora (m2),cellar_area,49
Balkón/Terasa [m²],exterior_area,559
Cena (kč),price,59
Garážové_stání,parking_place_number,389
Výměra celkem (v m2):,total_area,464
podlahová_plocha,floor_area,405
Podlahová plocha (m2) [m²],floor_area,22
B/L/T m2:,exterior_area,371
* Cena 12% DPH.,price,333
Celková podlahová pl.:,floor_area,43
Výměra_pozemku,total_area,439
Popis.,layout,509
"Předzahrádka, terasa, balkon (m2) (m2)",exterior_area,600
Lyout,layout,296
floor area,floor_area,298
Celkem (m2),none,566
Akce m2,none,103
Plocha místností m2,floor_area,510
m²-balkonu,balcony_area,109
Cena_bytu_bez_příslušenství_vč._DPH,price,496
Flats Count [m²],none,573
Dostupnost** [m²],availability,561
Plocha bytu:,floor_area,305
INFO,none,269
Cena v kč (vč. dph),price,184
Oblíbené (m2),none,163
cena (vč. DPH):,price,590
Mám zájem,none,542
Plocha m² * m2,floor_area,34
Byt. zn. m2,id,452
Konečná cena (m2),price,507
Cena v Kc (vc. DPH),price,184
č.-jednotky,id,219
Terasa/Balkon m2,exterior_area,568
Typ m2,category,13
"Area, m²:",floor_area,138
balkon-(m²),balcony_area,547
Plocha [m²] [m²],floor_area,327
TERASA,terrace_area,153
Cena s DPH 12 % / 21 %:,price,472
Typ vlastnictví.,none,629
