column_name,normalized_label,map_id
lodzie balkon terasa zahradka m2,balcony_area,466
prisl m2 m2,exterior_area,617
stresni zahrada,terrace_area,470
np m2,floor,618
plocha m2 m2,floor_area,515
total area,total_area,297
celkova plocha,none,111
karty,none,373
vymera parcely m2,none,539
orientace,orientation,314
standard,none,56
typ domu m2,none,419
balkon terasa m2,balcony_area,229
price of amenities inc vat m2,price,200
cena v kc vc dph,price,184
stav prodeje,availability,552
prislusenstvi,none,120
parkng m2,parking_place_number,564
zahrada m2,none,151
cena celkem vc dph kc m2,price,253
b t l m2 m2,exterior_area,293
cena prislusenstvi vc dph,none,497
cena s dph,price,155
podlahova plocha,floor_area,24
parkovani zdarma,none,527
prislusenstvi,none,62
pocet pokoju,layout,322
sklep m2,cellar_area,5
cena jednotky kc,price,159
balkon lodzie terasa predzahradka m2 m2,balcony_area,615
cena s dph kc,price,450
odh najem,none,557
m2 terasy,terrace_area,110
vymera terasy v m2,terrace_area,463
pocet mistnosti,layout,105
celkova plocha,total_area,391
karty,none,373
cena za prislusenstvi s dph,price,192
zahrada,garden_area,343
plocha,floor_area,11
garaz m2,none,218
oblibene,none,124
celkova plocha bytu m2,floor_area,174
stav,availability,534
prislusenstvi,none,530
b t l m2,exterior_area,293
b l t m2 m2,balcony_area,239
floor,floor,346
storage box,none,278
balkon m2,balcony_area,35
vymera terasy v m2 m2,terrace_area,463
balkon terasa,exterior_area,559
bytova jednotka m2,id,576
zahrada m2 m2,garden_area,36
parking m2,none,335
predzahradka,garden_area,409
pdf,none,123
poptavka,none,359
garaz,parking_place_number,549
balkon m2,balcony_area,407
plocha m2 m2,floor_area,292
terasa balkon predzahradka m2,exterior_area,449
celkova plocha m2,none,111
pudorys pdf,none,31
pozemek m2,total_area,21
plocha prislusenstvi m2,exterior_area,282
cena bytu vc sklepa,price,310
zahrada m2,garden_area,182
podlahova plocha brutto m2,floor_area,57
dostupnost,availability,451
pocet pater,none,446
amenities m2,none,201
vynos,none,558
cislo m2,id,104
c jednotky,id,535
pudorys bytu,none,350
type m2,none,608
velikost zahrady v m2,garden_area,267
podlahova plocha m2 m2,floor_area,131
vymera,floor_area,46
odkaz na dum,none,422
prislusenstvi zahrada m2 lodzie m2 terasa m2,exterior_area,261
termin nastehovani m2,none,189
sklepni koje,cellar_area,211
plocha bytu v m2,floor_area,256
uzitna plocha m2,floor_area2,220
lodzie terasa m2,balcony_area,158
cena rezervovane garaze kc,none,161
terasa balkon,terrace_area,342
loggia terrace m2,balcony_area,196
plocha bytu v m2,floor_area,256
balkon terasa,none,489
pl podl,floor_area,289
venkovni prostory,exterior_area,628
uzitna plocha bytu m2,floor_area2,482
atrium,none,492
cena m2,price,241
vymera bytu v m2,floor_area,461
balcony loggia terrace m2,exterior_area,455
terasa balkon m2,terrace_area,469
stresni zahrada,terrace_area,470
dostupnost,availability,561
celkova cena vc dph,price,268
celkova uzitna plocha m2,floor_area2,538
jednotky,id,423
poptat,none,8
plocha mistnosti,floor_area,510
balkon terasa,exterior_area,286
castecne vybaveno,none,308
cena vcetne dph m2,price,169
balkon terasa lodzie zahrada predzahradka m2,balcony_area,186
pdf,none,123
plocha m2 2 m2,floor_area,578
plocha predzahradky m2 m2,garden_area,230
cislo kod jednotky,id,379
balkon terasa m2,balcony_area,27
balkon lodzie terasa predzahradka m2,balcony_area,615
balkon terasa zahradka m2,balcony_area,555
nemovitost,id,395
uzitna podlahova plocha,floor_area,627
cena vc dph,price,171
pudorys bytu,none,350
vymera pozemku m2 m2,total_area,142
cena za prislusenstvi s dph,price,192
balkon terasa m2 m2,exterior_area,500
cena celkem,price,399
infolist,none,279
type,category,137
uzitna plocha v m2 m2,floor_area2,265
cena za m2,none,493
zastavena plocha v m2,none,266
katalogovy list,none,185
rooms m2,layout,606
balkon terasa m2,balcony_area,229
sklepni koje ks m2,none,252
podlahova plocha m2 m2,floor_area,312
poptat m2,none,401
kolaudace,none,145
cena 12 dph,price,544
unit no m2,id,134
b l t m2 3,balcony_area,579
terasa balkon m2,terrace_area,338
cena vc dph,price,67
pl zahrady m2,garden_area,290
karta bytu,none,53
velikost parcely m2,total_area,562
cena celkem vc dph,price,45
garazove stani,none,316
cena 12 dph,price,333
cena vc dph,price,432
cena v kc vc dph m2,price,184
konecna cena za byt vc dph m2,price,113
cena rezervovane garaze kc,none,161
kolaudace m2,none,145
c jednotky,id,219
availability m2,availability,303
garazove stani,none,316
aktualne,availability,259
specialni vybaveni,none,64
cislo m2,id,233
cena bez dph m2,none,324
final pc kc,price,328
akce,none,103
terasa predzahradka m2,exterior_area,584
stav bytu,none,352
cislo kod jednotky,id,379
rok dokonceni m2,none,473
zahrada m2,garden_area,182
vymer m2,floor_area,203
stav m2,availability,9
b l t m2,balcony_area,239
celkova plocha bez terasy,floor_area,385
evidencni cislo m2,id,445
area size m2,floor_area,607
plocha m2,floor_area,515
cena kc,price,285
terasa zahrada m2 m2,exterior_area,348
aktualne,availability,259
cena bytu s dph m2,price,360
vymera pozemku m2,total_area,142
cena od kc,price,144
celkova plocha m2,none,216
pdf m2,none,123
cena bytu vc dph,price,176
plocha m2,floor_area,11
vizualizace domu,none,441
kod bytu,id,490
velikost bytu m2,floor_area,347
cena rezervovane garaze kc,none,161
cena kc m2 bez dph m2,none,66
plan m2,none,60
balkon terasa m2,exterior_area,58
cena s dph 12 21,price,472
cena,price,6
pozemek m2 m2,garden_area,550
typ nabidky m2,category,353
cena bez dph,none,112
balcony loggia terrace,exterior_area,455
termin nastehovani,none,189
c,id,601
podlahova plocha m2,floor_area,22
basement storage,cellar_area,301
terasa zahrada,exterior_area,172
m2,availability,381
prislusenstvi m2,none,120
terasa balkon m2,balcony_area,431
byt,id,531
celkova plocha bytu m2,floor_area,174
obytna plocha m2,floor_area2,426
zakladni cena m2,price,487
typ domu,none,419
parkovani zdarma,none,527
plocha bytu m2 m2,floor_area,465
dum,id,102
exterier,exterior_area,190
koupit online m2,none,480
podlahova plocha m2,floor_area,228
orientace,orientation,14
akcni cena,price,512
prodejni plocha bytu,floor_area,374
balkon terasa m2,exterior_area,246
cenikova cena,price,511
cena bytu bez prislusenstvi vc dph,price,496
name,id,454
velikost,floor_area,424
stav bytu,none,352
virtualni prohlidka,none,554
disp,layout,329
parkovaci stani m2,none,15
typ nabidky m2,category,353
cislo,id,233
transakce m2,none,398
orientace,orientation,536
price excluding amenities inc vat m2,none,199
uzitna plocha m2,floor_area2,220
objekt,building,54
detail bytu,none,7
cena vc dph m2,price,432
sklepni koje m2 m2,cellar_area,337
zahradka m2,garden_area,388
karty,none,373
predzah m2,garden_area,240
orientace m2,orientation,14
sklep sklepni koje m2 m2,cellar_area,271
podrobnosti m2,none,412
karta bytu,none,553
terasa balkon,exterior_area,540
investicni potencial,none,162
plan,none,60
jednotky m2,id,423
price inc vat,price,456
karta domu,none,128
terasy na strese,terrace_area,484
cena s dph kc m2,price,450
konecna cena m2,price,507
sklepni koje m2 m2,cellar_area,215
castecne vybaveno,none,308
m2 terasy,terrace_area,110
celkem s terasou m2,total_area,386
lyout m2,layout,296
m2 pozemku,garden_area,107
specialni vybaveni,none,64
balkon terasa,terrace_area,543
uzitna plocha,floor_area2,217
c jednotky m2,id,219
availability,availability,303
aktualne,availability,259
blok,building,481
balkon m2 m2,balcony_area,35
celkem s terasou m2,total_area,386
terasa lodzie,terrace_area,30
sklep m2,cellar_area,548
cena garazoveho stani,none,495
stav m2,availability,534
balkon terasa m2 m2,exterior_area,500
cena za byt s dph bez prislusenstvi,price,191
byt cislo m2,id,225
cena,price,501
balcony area size,balcony_area,609
byt m2,id,32
cena za m2 m2,none,493
garazove stani m2,none,316
byt,id,32
poptat m2,none,8
celkova plocha m2,none,111
b t z m2,balcony_area,625
vyber k poptavce,none,362
loggia terrace m2,balcony_area,196
podlahova plocha,floor_area,17
konecna cena za byt vc dph,price,113
cena za byt s dph bez prislusenstvi,price,191
dostupnost m2,availability,356
flat m2,id,345
m2,floor_area,277
terasa balkon m2,exterior_area,249
detail,none,40
cena za byt s dph bez prislusenstvi m2,price,191
stav,availability,127
cena bytu vc dph,price,176
cena 12 dph,price,544
predzahradka m2 m2,garden_area,339
pozemek m2,total_area,41
kod m2,id,448
cena vc dph m2,price,171
balkon terasa m2,exterior_area,179
prislusenstvi v cene,none,326
final pc kc m2,price,328
podlahova plocha,floor_area,537
cena bytu s dph,price,360
oblibene,none,124
balcony area size,balcony_area,609
pudorys,none,247
c j,id,20
nadstandardni provedeni m2,none,468
unit no,id,134
ev c m2,id,357
sklep m2 m2,cellar_area,5
balkon predzahradka terasa m2,garden_area,168
zahrada,none,151
cena komplet byt lodzie terasa sklep garazove stani m2,price,318
cena vc dph,price,231
mam zajem,none,542
loggia balcony,balcony_area,299
cena od kc,price,144
podlahova plocha m2 m2,floor_area,228
cena vc dph kc,price,444
cena bytu vc prislusenstvi kc s dph,price,262
pudorys pdf,none,31
celkova podlahova plocha m2,floor_area,260
odh najem m2,none,557
plocha celkem m2 m2,total_area,372
cislo bytu,id,520
vymer,floor_area,203
np,floor,618
vymera terasy v m2,terrace_area,463
balkon terasa m2,exterior_area,179
sklad,none,315
balkon terasa,none,489
byt c,id,254
stav prodeje m2,availability,232
celkova cena vc dph,price,268
plocha svislych konstrukci,none,384
cena 12 dph,price,544
formular,none,187
pudorys bytu m2,none,350
plocha m2 2,floor_area,578
stav jednani,availability,28
objekt,building,54
vyber k poptavce m2,none,362
plocha m2,floor_area,11
terasa balkon,terrace_area,342
plocha terasy balkonu,terrace_area,244
vila m2,id,612
balkon terasa m2,exterior_area,516
aktualni stav,availability,263
sklepni koje m2,cellar_area,215
karta bytu,none,319
velikost bytu,layout,474
plocha bytu m2,floor_area,465
balkon m2,balcony_area,521
status m2,availability,39
bytova jednotka,id,576
balkon lodzie terasa predzahradka m2,balcony_area,615
cena garazoveho stani,none,495
celkova cena s dph m2,price,365
layout,layout,136
pl zahrady,garden_area,290
podlazi,floor,2
predzah m2,garden_area,240
pocet mistnosti,layout,105
podlahova plocha,floor_area,24
stav,availability,626
lodzie terasa,exterior_area,207
kod,id,448
cena s dph kc,price,491
prislusenstvi,none,62
oblibene,none,519
typ nabidky,category,353
plocha m2 m2,floor_area,323
blok,building,116
plocha balkonu,balcony_area,306
plocha domu od m2 m2,floor_area,143
celkova podlahova plocha m2,floor_area,260
prislusenstvi v cene m2,none,326
building,building,604
byt zn,id,452
katalogovy list,none,185
cena bytu vc sklepa,price,310
kategorie,category,55
title,id,605
media m2,none,242
plocha prislusenstvi,exterior_area,282
podlahova plocha m2,floor_area,24
karta jednotky,none,309
kompas m2,none,591
plocha predzahradky m2 m2,garden_area,230
predzahradka m2,garden_area,339
castecne vybaveno m2,none,308
celkova podlahova pl m2,floor_area,146
balcony area size m2,balcony_area,609
konecna cena za byt vc dph,price,113
cena vc dph,price,380
poptat,none,401
podlahova plocha,floor_area,24
amenities,none,201
plocha svislych konstrukci m2,none,384
podl plocha1 m2,floor_area,592
plocha sklepa,cellar_area,307
dispozice bytu m2,layout,255
cena celkem vc dph kc m2,price,253
podlahova plocha m2,floor_area,22
loggia terrace,balcony_area,196
cislo bytu,id,311
plocha bytu m2,floor_area,616
pdf bytu,none,602
uzitna plocha,floor_area2,147
vymera parcely m2,none,539
min vklad m2,none,130
plocha terasy balkonu m2,terrace_area,244
cena s dph kc,price,518
ev c,id,357
plan m2,none,60
lodzie balkon terasa zahradka m2,balcony_area,466
terasa 1 np,terrace_area,367
termin nastehovani,none,189
b t,exterior_area,593
p t b,exterior_area,16
podl plocha2,floor_area,504
celkova plocha m2,total_area,222
podlahova plocha m2,floor_area,157
byt c,id,254
celkova podlahova plocha m2 m2,floor_area,260
vymera m2,floor_area,546
lodzie m2,balcony_area,50
kod,id,336
garazove stani,none,316
byt,id,531
b t z,exterior_area,63
popis m2,layout,509
predzahradka,garden_area,48
b t z m2,balcony_area,625
plocha rd,floor_area,438
provedeni,none,620
cena vc dph m2,price,355
cislo,id,233
cislo a oznaceni bytu,id,226
price inc vat,price,456
balkon lodzie terasa predzahradka m2,balcony_area,272
cena jednotky kc m2,price,159
1 np,none,569
sklep komora m2,cellar_area,49
podlahova plocha m2,floor_area,537
lodzie terasa,balcony_area,427
typ domu,none,419
blok m2,building,481
balkon terasa m2,balcony_area,363
balkon predzahradka terasa m2 m2,garden_area,168
kompas,none,591
price czk,price,141
cena vc dph m2,price,380
predzahrada,garden_area,435
kompas m2,none,591
terasa balkon lodzie zahradka,exterior_area,188
podlahova plocha m2 m2,floor_area,22
stav inzerce,availability,556
area,floor_area,572
terasa balkon,exterior_area,540
nazev,id,214
vymera parcely,none,539
uzitna plocha m2 1,floor_area2,588
terasa lodzie zahrada m2,terrace_area,175
druh m2,category,545
cenikova cena,price,511
pl podl,floor_area,289
odh najem,none,557
cena vc dph,price,171
uzitna plocha bytu,floor_area2,482
stav,availability,534
uzitna plocha m2,floor_area2,245
plocha sklepa,cellar_area,307
cislo kod jednotky,id,379
rozloha celkem m2,floor_area,425
status,availability,39
predzahradka terasa balkon m2 m2,exterior_area,600
podlahova plocha m2 m2,floor_area,157
celkova uzitna plocha m2,floor_area2,538
cena kc,price,285
plocha lodzie zahrady balkonu v m2,exterior_area,257
nastehovani m2,none,361
provedeni,none,620
podlahova plocha m2,floor_area,22
karta bytu,none,553
np m2,floor,12
cena s dph 12 m2,price,582
celkova plocha m2,total_area,340
celkem s terasou,total_area,386
cislo,id,177
garaz,none,218
virtualni prohlidka,none,554
balkon lodzie terasa predzahradka m2,balcony_area,615
soubor m2,none,291
cislo domu,id,264
termin dokonceni,none,420
celkova plocha bez terasy,floor_area,385
cena vc dph,price,51
lodzie terasa,balcony_area,427
cena s dph kc,price,518
cena s dph kc m2,price,450
plocha m2,floor_area,34
objekt,building,54
dostupnost,availability,19
garazove stani,parking_place_number,389
rok dokonceni m2,none,473
sklep sklepni koje m2,cellar_area,614
cena od kc,price,144
balkon lodzie terasa,exterior_area,164
plocha celkem m2 m2,total_area,372
ozelenena terasa,terrace_area,154
jednotky,id,423
area,floor_area,572
cena celkem vc dph kc,price,253
celkova plocha vc prislusenstvi m2 m2,total_area,325
vila,id,612
zahrada stresni zahrada m2,garden_area,580
balkon lodzie,balcony_area,528
muj vyber m2,none,567
parkovani m2,parking_place_number,416
typ bytu,layout,227
price excluding amenities inc vat,none,199
velikost m2,floor_area,424
podlahova plocha m2,floor_area,17
velikost zahrady v m2 m2,garden_area,267
zahrada s terasou m2,garden_area,364
typ vlastnictvi,none,629
b t l m2 m2,exterior_area,293
m2 terasy,terrace_area,110
prodejni cena,price,213
cena za byt s dph bez prislusenstvi,price,191
balkon terasa predzahradka,exterior_area,358
predzahradka,garden_area,409
aktualni stav,availability,263
type m2,none,608
balkon terasa m2 m2,exterior_area,246
balkon lodzie terasa predzahradka m2,balcony_area,272
plocha m2,floor_area,4
balkon lodzie terasa,exterior_area,164
floor m2,floor,135
podrobnosti,none,412
konecna cena za byt vc dph,price,113
obytna plocha,floor_area2,426
plocha m2,floor_area,34
pdf m2,none,479
byt c,id,254
pocet pater,none,446
terasa balkon,balcony_area,431
plocha balkonu m2,balcony_area,306
vymera predzahradky v m2,garden_area,462
karta bytu,none,53
zahrada m2,garden_area,182
aktualni stav domu,none,437
uzitna plocha m2,floor_area2,23
katalogovy list,none,185
cena s dph,price,155
karta domu,none,128
m2 zimni zahrady,garden_area,108
price,price,610
kolekce,none,33
terasy na strese,terrace_area,484
cena rezervovane garaze kc,none,161
dostupnost m2,availability,502
cislo jednotky,id,283
building m2,building,194
uzitna plocha m2,floor_area2,147
oblibene m2,none,124
cena jednotky vc dph,price,387
prislusenstvi v cene,none,326
floor space,floor_area,195
podlahova plocha,floor_area,24
terasa lodzie zahrada m2,terrace_area,175
celkova plocha,floor_area,152
cena prislusenstvi vc dph,none,497
m2 bytu,floor_area,106
bytova jednotka,id,576
typ domu,none,419
plan,none,60
plocha mistnosti,floor_area,510
building,building,194
kod bytu,id,490
m2 bytu m2,floor_area,106
c j m2,id,20
uzitna plocha m2 1,floor_area2,588
velikost zahrady v m2,garden_area,267
balkon,balcony_area,334
celkova cena,price,596
terasa lodzie,terrace_area,30
cislo j,id,206
rodinny dum,id,594
investicni potencial,none,162
cena vc dph m2,price,231
balkon terasa m2 m2,balcony_area,47
pudorys pdf,none,31
cena od kc,price,144
podlahova plocha brutto m2,floor_area,57
pocet pokoju,layout,322
price czk,price,141
cena rezervovaneho sklepa kc,none,160
pozemek m2,total_area,21
domy m2,id,486
sklep sklepni koje m2,cellar_area,614
gs m2,none,471
usazeni na pozemku,none,440
m2 zimni zahrady,garden_area,108
cena celkem vc dph kc,price,253
terasa lodzie,terrace_area,30
availability,availability,303
cislo bytu,id,520
cena vc dph,price,355
balkon terasa,exterior_area,286
cena 12 dph,price,544
byt cislo,id,225
cena bytu bez prislusenstvi vc dph m2,price,496
typ,category,13
cena jednotky kc,price,159
final cp kc,price,180
cena bytu bez prislusenstvi vc dph m2,price,496
uzitna plocha,floor_area2,25
umisteni,none,208
cena vc dph,price,67
parkovaci stani m2,parking_place_number,410
final pc kc,price,328
cislo bytu,id,10
vyber k poptavce,none,362
dispozice m2,layout,118
b t l m2,exterior_area,293
sklep komora m2,cellar_area,49
balkon terasa m2,exterior_area,559
cena kc,price,59
garazove stani,parking_place_number,389
vymera celkem v m2,total_area,464
podlahova plocha,floor_area,405
podlahova plocha m2 m2,floor_area,22
b l t m2,exterior_area,371
cena 12 dph,price,333
celkova podlahova pl,floor_area,43
vymera pozemku,total_area,439
popis,layout,509
predzahradka terasa balkon m2 m2,exterior_area,600
lyout,layout,296
floor area,floor_area,298
celkem m2,none,566
akce m2,none,103
plocha mistnosti m2,floor_area,510
m2 balkonu,balcony_area,109
cena bytu bez prislusenstvi vc dph,price,496
flats count m2,none,573
dostupnost m2,availability,561
plocha bytu,floor_area,305
info,none,269
cena v kc vc dph,price,184
oblibene m2,none,163
cena vc dph,price,590
mam zajem,none,542
plocha m2 m2,floor_area,34
byt zn m2,id,452
konecna cena m2,price,507
cena v kc vc dph,price,184
c jednotky,id,219
terasa balkon m2,exterior_area,568
typ m2,category,13
area m2,floor_area,138
balkon m2,balcony_area,547
plocha m2 m2,floor_area,327
terasa,terrace_area,153
cena s dph 12 21,price,472
typ vlastnictvi,none,629
dum cislo,id,436
kod,id,457
dostupnost m2,availability,502
cena s dph v kc m2,price,478
price range,none,575
nazev m2,id,214
cena sklepa m2,none,494
celkova plocha,total_area,391
sklep,cellar_area,205
nemovitost m2,id,395
cena kc m2,price,223
celkova plocha,total_area,391
garazove stani m2,none,316
vymera terasy v m2,terrace_area,463
balkon m2 m2,balcony_area,35
specialni vybaveni,none,64
stav m2,availability,534
lodzie balkon terasa zahradka m2,balcony_area,466
podlahova plocha,floor_area,537
rodinny dum,id,594
c,id,601
cena zakladni kc,price,551
uzitna plocha m2,floor_area2,217
typ bytu,layout,227
jednotka,id,170
cena 12 dph,price,544
predzahradka m2,garden_area,409
predzahrada m2,garden_area,435
sklep sklepni koje m2,cellar_area,614
m2 m2,floor_area,277
celkova plocha m2,total_area,37
cena celkem vc dph kc,price,253
celkova plocha uzitna,floor_area2,383
velikost pozemku,total_area,320
dispozice,layout,118
parkovaci misto,none,204
balkon m2,balcony_area,334
podlahova plocha m2,floor_area,228
podl plocha,floor_area,414
balkon m2,balcony_area,35
karta domu,none,128
dostupnost,availability,19
rozloha,floor_area,453
total area,total_area,297
basement storage,cellar_area,301
pozemek m2 m2,garden_area,550
balkon terasa m2,exterior_area,500
terasa balkon m2 m2,exterior_area,577
poptat,none,8
cena celkem vc dph,price,45
sklepni koje ks,none,252
plocha terasy balkonu,terrace_area,244
dum,id,433
cislo bytu,id,10
b l t m2 3,balcony_area,579
parkovaci misto,none,204
cena vc dph,price,231
podl plocha2,floor_area,504
celkova plocha vc prislusenstvi m2,total_area,325
galerie pracovna,none,585
byt m2,id,273
balkon lodzie terasa predzahradka m2,balcony_area,272
rozloha m2,floor_area,453
karta bytu,none,53
balkon terasa m2,exterior_area,179
kod m2,id,448
sklep,none,317
vymera m2,floor_area,546
lodzie terasa m2 m2,balcony_area,158
vymera terasy v m2,terrace_area,463
balkon predzahradka terasa m2,garden_area,168
balkon lodzie terasa predzahradka m2,balcony_area,272
plocha lodzie zahrady balkonu v m2 m2,exterior_area,257
sklad,none,315
sklep sklepni koje m2,cellar_area,271
cena kc m2 bez dph,none,66
vymera m2,floor_area,546
orientace m2,orientation,314
orientace,orientation,14
plocha predzahradky m2,garden_area,230
terasa zahrada m2,exterior_area,348
cislo domu m2,id,264
velikost,floor_area,424
stav pouze volne,availability,394
plocha m2 2,floor_area,578
parkng,parking_place_number,564
cena s dph v kc,price,478
karta domu m2,none,128
cena jednotky vc dph m2,price,387
celkova podlahova pl,floor_area,146
balkon terasa m2,exterior_area,246
rozloha celkem,floor_area,425
cena kc m2,price,38
lodzie terasa m2,balcony_area,158
name m2,id,454
cena celkem vc 12 dph,price,393
celkova plocha bez terasy,floor_area,385
parking,none,335
cena 12 dph m2,price,333
celkova podlahova plocha m2,floor_area,260
galerie pracovna,none,585
koupit online,none,480
prislusenstvi,none,62
cena za m2 m2,none,493
celkova plocha vc prislusenstvi m2,total_area,325
cislo domu,id,264
gs m2,none,471
sklepni koje m2,cellar_area,211
podlahova plocha m2 m2,floor_area,228
cena vc dph,price,467
1 np,none,569
zahrada m2,garden_area,36
c kn m2,none,234
sklepni koje m2,cellar_area,337
celkova plocha m2,none,216
etapa m2,none,390
usazeni na pozemku m2,none,440
plocha m2,floor_area,167
cena garazoveho stani,none,495
balkon terasa lodzie zahrada predzahradka,balcony_area,186
terasa zahrada m2,terrace_area,284
terasa m2,terrace_area,153
floor space,floor_area,195
typ domu,none,419
zakladni cena m2,price,487
plocha m2,floor_area,238
cena s dph v kc m2,price,603
cena vc dph,price,355
lodzie balkon terasa zahradka m2,balcony_area,466
nastehovani,none,361
projekt,none,281
predzahradka,garden_area,48
celkova plocha vc prislusenstvi m2,total_area,325
balkon lodzie,balcony_area,528
cena s dph v kc m2,price,478
sklep m2,cellar_area,183
sklep komora m2 m2,cellar_area,49
balcony area size,balcony_area,609
kod,id,336
cena vc dph a is,price,563
celkova plocha uzitna,floor_area2,383
jednotky,id,423
podlazi,floor,2
cena 12 dph,price,544
sklep komora m2,cellar_area,375
layout,layout,136
pdf bytu,none,602
b t z m2 m2,balcony_area,625
balkon terasa,balcony_area,27
vymera bytu v m2,floor_area,461
cena kc,price,38
title,id,605
vymera pozemku,total_area,439
uzitna plocha m2 1 m2,floor_area2,588
c jednotky m2,id,219
kod,id,448
cena s dph v kc,price,478
vybaveni 2 m2,none,332
detail m2,none,488
rozloha,floor_area,453
garazove stani,none,316
price of amenities inc vat,price,200
prodejni cena m2,price,213
sklep sklepni koje m2,cellar_area,271
premium smart,none,587
kompas,none,591
prisl m2 m2,exterior_area,617
b l t m2,balcony_area,239
balkon m2,balcony_area,407
celkova cena,price,596
termin k nastehovani,none,52
pdf m2,none,479
stav m2,availability,127
vymera pozemku m2,total_area,142
zakladni cena,price,487
final cp kc,price,180
cena kc m2,price,285
podl plocha m2,floor_area,414
balkon terasa zahradka m2,balcony_area,555
uzitna plocha v m2,floor_area2,265
byt m2 m2,floor_area,178
velikost bytu,layout,474
objekt m2,building,54
sklep m2 m2,cellar_area,183
jednotka c,id,382
dispozice,layout,3
area size,floor_area,607
etapa,none,390
balkon lodzie terasa,exterior_area,164
gps,none,442
terasa,terrace_area,153
podlahova plocha m2,floor_area,312
loggia terrace,balcony_area,196
druh,category,545
zahrada stresni zahrada m2,garden_area,580
price,price,304
balkon terasa,exterior_area,415
cena vc dph m2,price,590
rozloha celkem m2,floor_area,425
balkon terasa m2 m2,balcony_area,47
cena vc dph 1 m2,price,581
dostupnost m2,availability,451
uzit plocha m2,floor_area2,532
celkova cena s dph,price,365
oznacit k poptani,none,403
price m2,price,304
balkon lodzie terasa predzahradka m2,balcony_area,615
cena 12 dph m2,price,333
byt zn,id,452
karta jednotky,none,309
cena s dph v kc,price,478
dum m2,floor_area,418
celkova plocha,floor_area,152
byt c,id,254
cena celkem vc dph m2,price,45
zatravnena terasa terasa m2,terrace_area,402
cena vc dph1,price,506
uzitna plocha,floor_area2,18
lodzie terasa,balcony_area,427
podlahova plocha m2,floor_area,22
cena kc m2 bez dph,none,66
dum,id,102
cena vc dph a is,price,563
venkovni prostory m2,exterior_area,628
plocha pozemku,total_area,148
sekce,building,525
lodzie terasa,exterior_area,599
cista plocha,floor_area,513
cena za bytovou jednotku s dph,price,378
cena 12 dph,price,544
cena s dph,price,522
zahrada m2,garden_area,36
sklep sklepni koje m2,cellar_area,271
cena za bytovou jednotku s dph,price,378
cena vc dph,price,355
cena kc m2 bez dph,none,66
nastehovani m2,none,361
podlahova plocha,floor_area,209
parking,none,335
termin k nastehovani m2,none,52
parkovani,parking_place_number,416
sklad m2,none,315
balkon,balcony_area,407
uzitna plocha m2 m2,floor_area2,248
plocha m2 2,floor_area,578
cena vc dph kc,price,444
balkon terasa zahradka m2,balcony_area,555
konecna cena za byt vc dph m2,price,113
kategorie,category,55
cista plocha m2,floor_area,513
plocha m2 m2,floor_area,4
b t3,exterior_area,505
dostupnost,availability,502
vybaveni,none,404
zahrada s terasou,garden_area,364
lodzie terasa m2,balcony_area,158
balkon terasa lodzie zahrada predzahradka,balcony_area,186
sklepni koje ks m2,none,252
cena bez dph m2,none,112
interier,floor_area,583
c j,id,20
plocha bytu m2,floor_area,616
celkova plocha,total_area,212
terasa 1 np,terrace_area,367
terasa balkon m2,exterior_area,249
cena kc,price,223
cena vc dph kc,price,444
kompas,none,591
np,floor,12
b l t m2 m2,exterior_area,371
byt v m2,floor_area,475
podlazi m2,floor,117
do katalogu,none,400
cena m2,price,485
pozemek m2,garden_area,550
cena kc,price,498
budova,building,26
zahrada m2,garden_area,126
investicni potencial,none,162
terasa lodzie m2,balcony_area,181
predzahradka m2 m2,garden_area,339
balkon m2,balcony_area,44
dostupnost,availability,19
balkon terasa m2,exterior_area,58
front garden m2,garden_area,197
lodzie terasa predzahradka,exterior_area,598
terasa balkon m2,exterior_area,568
celkova plocha m2 m2,total_area,222
terasa 2 np,terrace_area,368
dokonceni,none,65
cena prislusenstvi vc dph,none,497
podlazi cislo,floor,447
balkon m2,balcony_area,547
pocet mistnosti,layout,105
lodzie terasa m2 m2,balcony_area,158
stav,availability,626
balcony loggia terrace m2,exterior_area,455
balkon terasa m2,balcony_area,229
floor area,floor_area,298
cena kc,price,223
vybaveni 2 m2,none,332
sklepni koje,cellar_area,211
plocha celkem m2,total_area,372
cislo domu,id,264
plocha celkem,floor_area,202
storage box,none,278
zahrada s terasou,garden_area,364
karta bytu m2,none,319
plan,none,60
celkova uzitna plocha,floor_area2,538
cenikova cena,price,511
typ stani,none,541
terasa v m2 m2,terrace_area,477
price,price,304
loggia terrace,balcony_area,196
sklep m2,cellar_area,548
patro m2,floor,503
plocha bytu m2,floor_area,622
lodzie terasa predzahradka,exterior_area,598
cena kc,price,38
cena kc m2,price,285
storage box,none,278
flat,id,345
prislusenstvi m2,none,530
cena vc dph a is,price,563
cena jednotky kc,price,159
podlazi cislo m2,floor,447
balkon m2,balcony_area,35
celkova podlahova pl,floor_area,146
odkaz na dum,none,422
terasa balkon,terrace_area,469
nastehovani m2,none,361
cena m2,price,501
terasa 1 np,terrace_area,367
celkova plocha m2 m2,none,216
car lift m2,none,295
plocha lodzie zahrady balkonu v m2,exterior_area,257
garaz,none,218
cena rezervovane garaze kc m2,none,161
balkon terasa m2 m2,balcony_area,229
cena kc m2 bez dph,none,66
kod,id,336
uzitna plocha m2,floor_area2,245
plocha terasy balkonu,terrace_area,244
podrobnosti,none,412
available flats count m2,none,574
